image,true_class,predicted_class,confidence,iou,error_type
Japan_011390,D00,None,,,FN
Japan_011390,D00,None,,,FN
Japan_011390,D40,None,,,FN
Japan_011391,D00,None,,,FN
Japan_011400,D00,D00,0.672884,0.7605,TP
Japan_011456,D10,D10,0.446168,0.6206,TP
Japan_011456,D10,None,,,FN
Japan_011456,None,D10,0.265666,,FP
Japan_011462,D20,D20,0.851771,0.9204,TP
Japan_011490,D20,D20,0.667211,0.7726,TP
Japan_011491,D10,D10,0.534998,0.7685,TP
Japan_011491,D10,D10,0.407736,0.7161,TP
Japan_011492,D20,D20,0.74946,0.8368,TP
Japan_011495,D20,D20,0.811795,0.956,TP
Japan_011519,D20,D20,0.523055,0.6643,TP
Japan_011519,D40,None,,,FN
Japan_011522,D20,None,,,FN
Japan_011522,None,D00,0.545699,,FP
Japan_011539,D20,None,,,FN
Japan_011539,D20,None,,,FN
Japan_011539,None,D10,0.264641,,FP
Japan_011548,D20,D20,0.747079,0.8733,TP
Japan_011548,D20,D20,0.757452,0.8486,TP
Japan_011549,D10,D10,0.556379,0.8599,TP
Japan_011549,D10,D10,0.261898,0.6593,TP
Japan_011549,D10,D10,0.357727,0.6384,TP
Japan_011549,D20,None,,,FN
Japan_011549,D10,None,,,FN
Japan_011549,D10,None,,,FN
Japan_011549,D10,None,,,FN
Japan_011549,D10,None,,,FN
Japan_011549,D20,None,,,FN
Japan_011549,None,D10,0.435597,,FP
Japan_011549,None,D20,0.377623,,FP
Japan_011549,None,D10,0.349595,,FP
Japan_011549,None,D10,0.300773,,FP
Japan_011563,D20,D20,0.685022,0.8747,TP
Japan_011563,D20,D20,0.377149,0.5825,TP
Japan_011563,D10,None,,,FN
Japan_011570,D20,D20,0.609609,0.9024,TP
Japan_011570,D20,None,,,FN
Japan_011578,D20,D20,0.766657,0.6813,TP
Japan_011579,D20,D20,0.450789,0.7498,TP
Japan_011579,None,D10,0.420382,,FP
Japan_011579,None,D10,0.311668,,FP
Japan_011585,D20,D20,0.807059,0.8402,TP
Japan_011585,D20,None,,,FN
Japan_011591,D10,D10,0.420464,0.6691,TP
Japan_011591,D00,None,,,FN
Japan_011638,D20,D20,0.83677,0.8646,TP
Japan_011655,D20,D20,0.547977,0.7696,TP
Japan_011663,D00,None,,,FN
Japan_011678,D00,D00,0.616673,0.9382,TP
Japan_011678,D10,D10,0.404811,0.6757,TP
Japan_011678,D10,None,,,FN
Japan_011697,D20,D00,0.378785,0.7051,Misclassification
Japan_011697,D00,None,,,FN
Japan_011697,D00,None,,,FN
Japan_011697,D00,None,,,FN
Japan_011697,D10,None,,,FN
Japan_011697,D10,None,,,FN
Japan_011697,D20,None,,,FN
Japan_011697,D20,None,,,FN
Japan_011715,D20,D20,0.445252,0.7285,TP
Japan_011715,None,D20,0.467382,,FP
Japan_011725,D20,None,,,FN
Japan_011725,D00,None,,,FN
Japan_011744,D10,D10,0.441486,0.8111,TP
Japan_011744,D00,D00,0.522189,0.8099,TP
Japan_011744,D00,D00,0.270301,0.7851,TP
Japan_011744,D10,None,,,FN
Japan_011744,D00,None,,,FN
Japan_011745,D20,D20,0.573803,0.9203,TP
Japan_011745,D40,D40,0.540442,0.6644,TP
Japan_011745,D40,None,,,FN
Japan_011745,None,D20,0.265563,,FP
Japan_011752,D20,D20,0.516987,0.895,TP
Japan_011752,D20,D20,0.803011,0.8583,TP
Japan_011778,D00,None,,,FN
Japan_011778,D00,None,,,FN
Japan_011804,D20,D20,0.287915,0.7058,TP
Japan_011810,D00,D00,0.540118,0.7258,TP
Japan_011810,None,D20,0.530308,,FP
Japan_011813,None,D10,0.363836,,FP
Japan_011820,D20,D20,0.494347,0.6137,TP
Japan_011863,D20,D20,0.585322,0.8414,TP
Japan_011863,D10,D10,0.32511,0.7461,TP
Japan_011863,D00,D00,0.274701,0.6951,TP
Japan_011863,D00,None,,,FN
Japan_011891,D10,D10,0.539932,0.6918,TP
Japan_011912,D20,D20,0.613108,0.662,TP
Japan_011924,D20,D20,0.434786,0.7738,TP
Japan_011924,D40,None,,,FN
Japan_011924,D40,None,,,FN
Japan_011924,D40,None,,,FN
Japan_011924,None,D40,0.376047,,FP
Japan_011924,None,D40,0.322258,,FP
Japan_011924,None,D40,0.299564,,FP
Japan_011925,D40,D40,0.505758,0.7771,TP
Japan_011925,D20,D20,0.772731,0.7638,TP
Japan_011925,None,D40,0.30244,,FP
Japan_011926,D20,D20,0.824493,0.8852,TP
Japan_011949,D20,D20,0.821442,0.9521,TP
Japan_011949,None,D40,0.333132,,FP
Japan_011999,D10,None,,,FN
Japan_011999,D00,None,,,FN
Japan_012000,D20,D20,0.754793,0.7913,TP
Japan_012000,D20,D20,0.666689,0.6321,TP
Japan_012022,D10,None,,,FN
Japan_012028,D00,None,,,FN
Japan_012087,D00,D00,0.275393,0.778,TP
Japan_012087,D00,D00,0.268632,0.7473,TP
Japan_012087,D00,None,,,FN
Japan_012087,D00,None,,,FN
Japan_012087,D00,None,,,FN
Japan_012087,D00,None,,,FN
Japan_012089,D20,D20,0.725459,0.5121,TP
Japan_012144,D20,D00,0.372961,0.7712,Misclassification
Japan_012144,D20,None,,,FN
Japan_012144,None,D20,0.330065,,FP
Japan_012182,D20,D20,0.283017,0.6655,TP
Japan_012182,D20,D20,0.277262,0.5044,TP
Japan_012182,None,D20,0.307686,,FP
Japan_012203,D20,None,,,FN
Japan_012207,D20,None,,,FN
Japan_012207,D20,None,,,FN
Japan_012207,D20,None,,,FN
Japan_012207,D00,None,,,FN
Japan_012207,D00,None,,,FN
Japan_012207,None,D00,0.362664,,FP
Japan_012207,None,D10,0.309794,,FP
Japan_012224,D00,D00,0.732183,0.8461,TP
Japan_012224,D10,None,,,FN
Japan_012226,D40,D40,0.577991,0.8032,TP
Japan_012226,D40,None,,,FN
Japan_012226,D20,None,,,FN
Japan_012250,D00,None,,,FN
Japan_012256,None,D40,0.447215,,FP
Japan_012284,D10,D10,0.349903,0.7387,TP
Japan_012284,D10,D10,0.6161,0.7334,TP
Japan_012284,D10,D10,0.345749,0.5316,TP
Japan_012295,D20,D20,0.560929,0.826,TP
Japan_012295,D40,D40,0.520393,0.7958,TP
Japan_012295,D20,None,,,FN
Japan_012295,None,D20,0.260077,,FP
Japan_012301,D20,D20,0.460881,0.8775,TP
Japan_012301,D10,None,,,FN
Japan_012301,None,D20,0.567208,,FP
Japan_012301,None,D20,0.260971,,FP
Japan_012303,D20,D20,0.55064,0.6365,TP
Japan_012319,D20,D20,0.682816,0.7894,TP
Japan_012319,D20,D20,0.752793,0.6742,TP
Japan_012329,D10,D10,0.460943,0.7748,TP
Japan_012329,D00,None,,,FN
Japan_012329,D20,None,,,FN
Japan_012329,D00,None,,,FN
Japan_012329,D10,None,,,FN
Japan_012329,None,D00,0.417896,,FP
Japan_012329,None,D10,0.408781,,FP
Japan_012332,D00,D00,0.383199,0.8055,TP
Japan_012332,D00,D00,0.350921,0.7775,TP
Japan_012332,D10,None,,,FN
Japan_012332,D10,None,,,FN
Japan_012332,D10,None,,,FN
Japan_012332,None,D00,0.313615,,FP
Japan_012354,D20,D20,0.436642,0.9095,TP
Japan_012354,D20,D20,0.581349,0.6377,TP
Japan_012354,D10,None,,,FN
Japan_012354,None,D20,0.310334,,FP
Japan_012366,D10,D10,0.427087,0.7385,TP
Japan_012366,D10,D10,0.422389,0.706,TP
Japan_012366,D20,D20,0.433524,0.5628,TP
Japan_012366,D10,None,,,FN
Japan_012371,D20,D20,0.509937,0.8522,TP
Japan_012392,D00,D00,0.511769,0.8607,TP
Japan_012464,D20,D20,0.477933,0.8077,TP
Japan_012464,D20,None,,,FN
Japan_012464,D20,None,,,FN
Japan_012468,D00,None,,,FN
Japan_012468,D20,None,,,FN
Japan_012468,None,D00,0.531263,,FP
Japan_012486,D00,D00,0.590233,0.7427,TP
Japan_012486,D00,D00,0.289303,0.7061,TP
Japan_012508,D00,D00,0.280685,0.8164,TP
Japan_012508,D00,None,,,FN
Japan_012508,D00,None,,,FN
Japan_012508,D10,None,,,FN
Japan_012508,D10,None,,,FN
Japan_012508,None,D10,0.295639,,FP
Japan_012511,D20,D20,0.695355,0.73,TP
Japan_012518,D20,D20,0.740534,0.6925,TP
Japan_012520,D20,D20,0.571745,0.8852,TP
Japan_012520,D20,D20,0.498011,0.7271,TP
Japan_012527,D20,D20,0.674894,0.7058,TP
Japan_012532,D10,D10,0.418771,0.7036,TP
Japan_012532,D20,D20,0.442976,0.6627,TP
Japan_012532,None,D20,0.385272,,FP
Japan_012568,D20,D20,0.7723,0.6165,TP
Japan_012568,D10,D10,0.312331,0.5134,TP
Japan_012607,D40,D40,0.537323,0.6768,TP
Japan_012607,D20,None,,,FN
Japan_012607,None,D20,0.314518,,FP
Japan_012628,D10,D10,0.505451,0.8423,TP
Japan_012660,D20,D20,0.719872,0.726,TP
Japan_012660,D40,D40,0.348112,0.7075,TP
Japan_012660,D20,D20,0.707572,0.6638,TP
Japan_012660,D40,None,,,FN
Japan_012674,D00,D00,0.686859,0.8809,TP
Japan_012674,D10,D10,0.572371,0.765,TP
Japan_012674,D10,D10,0.350668,0.6436,TP
Japan_012674,D10,D10,0.574022,0.5905,TP
Japan_012674,D00,None,,,FN
Japan_012674,D00,None,,,FN
Japan_012674,D00,None,,,FN
Japan_012674,None,D00,0.573663,,FP
Japan_012678,D20,D20,0.693638,0.8517,TP
Japan_012715,D00,D00,0.731066,0.8341,TP
Japan_012715,D10,D10,0.613016,0.6633,TP
Japan_012715,None,D10,0.266961,,FP
Japan_012717,D00,None,,,FN
Japan_012728,D10,None,,,FN
Japan_012728,D10,None,,,FN
Japan_012735,D20,D20,0.797049,0.9121,TP
Japan_012735,D00,None,,,FN
Japan_012735,D10,None,,,FN
Japan_012742,D20,D20,0.425242,0.6875,TP
Japan_012742,D40,None,,,FN
Japan_012742,D20,None,,,FN
Japan_012742,D20,None,,,FN
Japan_012742,None,D20,0.320714,,FP
Japan_012742,None,D40,0.295976,,FP
Japan_012762,D20,D20,0.731329,0.9777,TP
Japan_012762,None,D20,0.30965,,FP
Japan_012763,D10,D10,0.495747,0.8172,TP
Japan_012763,D40,D40,0.316297,0.7877,TP
Japan_012782,D00,D00,0.270707,0.9009,TP
Japan_012782,None,D00,0.306309,,FP
Japan_012791,D40,None,,,FN
Japan_012820,D20,D20,0.307752,0.6665,TP
Japan_012820,D00,None,,,FN
Japan_012820,D20,None,,,FN
Japan_012845,D40,D40,0.736711,0.9069,TP
Japan_012852,D20,D20,0.693936,0.7932,TP
Japan_012852,D40,None,,,FN
Japan_012852,D10,None,,,FN
Japan_012871,D20,None,,,FN
Japan_012876,D20,D20,0.814178,0.7529,TP
Japan_012899,D40,D40,0.76902,0.8513,TP
Japan_012915,D40,D40,0.683968,0.8201,TP
Japan_012915,D20,D20,0.369085,0.7674,TP
Japan_012915,D00,D00,0.31793,0.6105,TP
Japan_012915,D10,D10,0.359023,0.5863,TP
Japan_012915,D10,None,,,FN
Japan_012915,None,D40,0.290942,,FP
Japan_012923,D20,D20,0.794318,0.9301,TP
Japan_012923,D20,None,,,FN
Japan_012954,D00,D00,0.545957,0.7676,TP
Japan_012954,D10,None,,,FN
Japan_012954,D10,None,,,FN
Japan_012971,D10,D10,0.480197,0.8456,TP
Japan_012971,D00,None,,,FN
Japan_012979,D20,None,,,FN
Japan_012979,None,D20,0.398758,,FP
Japan_012983,D00,None,,,FN
Japan_012983,None,D00,0.317673,,FP
Japan_012985,D10,D10,0.661361,0.6743,TP
Japan_012985,D20,None,,,FN
Japan_012985,None,D00,0.279556,,FP
Japan_012997,D00,None,,,FN
Japan_013003,D20,D10,0.338549,0.5636,Misclassification
Japan_013003,D40,D40,0.472542,0.5193,TP
Japan_013003,None,D00,0.458897,,FP
Japan_013030,D40,D40,0.6895,0.8185,TP
Japan_013030,D40,D40,0.325035,0.529,TP
Japan_013030,D40,None,,,FN
Japan_013030,D40,None,,,FN
Japan_013030,None,D40,0.558234,,FP
Japan_013051,D20,D20,0.539641,0.7075,TP
Japan_013051,D20,None,,,FN
Japan_013060,D20,D20,0.698496,0.8443,TP
Japan_013074,D20,None,,,FN
Japan_013074,None,D20,0.393547,,FP
Japan_013074,None,D20,0.264415,,FP
Japan_013085,D10,D10,0.439432,0.7717,TP
Japan_013085,D20,D20,0.490156,0.7546,TP
Japan_013085,D00,None,,,FN
Japan_013085,D10,None,,,FN
Japan_013085,D10,None,,,FN
Japan_013085,D10,None,,,FN
Norway_000101,D00,None,,,FN
Norway_000101,D00,None,,,FN
Norway_000101,None,D00,0.535486,,FP
Norway_000101,None,D00,0.28032,,FP
Norway_000101,None,D00,0.269724,,FP
Norway_000105,None,D00,0.298215,,FP
Norway_000153,D20,None,,,FN
Norway_000153,D40,None,,,FN
Norway_000194,D10,None,,,FN
Norway_000251,None,D00,0.339679,,FP
Norway_000264,D00,D00,0.565551,0.9562,TP
Norway_000264,D00,D00,0.31974,0.5601,TP
Norway_000264,D00,None,,,FN
Norway_000264,D10,None,,,FN
Norway_000299,D00,D00,0.571721,0.9002,TP
Norway_000299,D00,D00,0.464794,0.7316,TP
Norway_000299,D00,D00,0.662908,0.7191,TP
Norway_000299,D10,D10,0.298624,0.7038,TP
Norway_000299,D00,D00,0.286179,0.6598,TP
Norway_000299,D00,D00,0.265826,0.6088,TP
Norway_000299,D00,D00,0.545652,0.5521,TP
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,D00,None,,,FN
Norway_000299,None,D00,0.636419,,FP
Norway_000299,None,D00,0.364513,,FP
Norway_000299,None,D00,0.353866,,FP
Norway_000299,None,D00,0.283567,,FP
Norway_000320,D00,D00,0.748713,0.9642,TP
Norway_000320,D00,D00,0.684857,0.7849,TP
Norway_000320,D00,None,,,FN
Norway_000320,D00,None,,,FN
Norway_000320,D00,None,,,FN
Norway_000320,D00,None,,,FN
Norway_000320,None,D00,0.575812,,FP
Norway_000320,None,D00,0.52895,,FP
Norway_000334,None,D00,0.593167,,FP
Norway_000351,D00,D00,0.783592,0.9632,TP
Norway_000351,D00,None,,,FN
Norway_000351,None,D00,0.454339,,FP
Norway_000351,None,D00,0.28061,,FP
Norway_000357,D00,None,,,FN
Norway_000357,D00,None,,,FN
Norway_000357,D00,None,,,FN
Norway_000357,D00,None,,,FN
Norway_000357,D20,None,,,FN
Norway_000357,D10,None,,,FN
Norway_000357,D10,None,,,FN
Norway_000357,D00,None,,,FN
Norway_000444,D10,None,,,FN
Norway_000461,D00,None,,,FN
Norway_000461,D00,None,,,FN
Norway_000462,D00,None,,,FN
Norway_000462,D00,None,,,FN
Norway_000462,D00,None,,,FN
Norway_000462,None,D00,0.525692,,FP
Norway_000545,D00,D00,0.343582,0.793,TP
Norway_000545,D00,D00,0.394084,0.6259,TP
Norway_000545,D00,D00,0.58777,0.5724,TP
Norway_000545,D00,None,,,FN
Norway_000545,D00,None,,,FN
Norway_000545,D20,None,,,FN
Norway_000545,D00,None,,,FN
Norway_000545,D00,None,,,FN
Norway_000545,D00,None,,,FN
Norway_000545,D10,None,,,FN
Norway_000545,None,D00,0.332975,,FP
Norway_000545,None,D10,0.327538,,FP
Norway_000545,None,D00,0.268074,,FP
Norway_000551,D00,D00,0.783225,0.9241,TP
Norway_000573,D00,D00,0.292836,0.8255,TP
Norway_000573,D00,D00,0.376145,0.7517,TP
Norway_000573,D10,D10,0.351253,0.6241,TP
Norway_000573,D10,None,,,FN
Norway_000584,D10,None,,,FN
Norway_000597,D00,D00,0.732787,0.8123,TP
Norway_000597,None,D00,0.273857,,FP
Norway_000622,D00,D00,0.808597,0.9003,TP
Norway_000622,D00,None,,,FN
Norway_000622,D10,None,,,FN
Norway_000631,D00,D00,0.409301,0.6985,TP
Norway_000653,D10,None,,,FN
Norway_000653,D10,None,,,FN
Norway_000653,D00,None,,,FN
Norway_000653,D00,None,,,FN
Norway_000653,D00,None,,,FN
Norway_000688,D00,None,,,FN
Norway_000688,D00,None,,,FN
Norway_000703,D00,None,,,FN
Norway_000703,D00,None,,,FN
Norway_000703,D00,None,,,FN
Norway_000703,D40,None,,,FN
Norway_000703,D00,None,,,FN
Norway_000703,D00,None,,,FN
Norway_000703,D00,None,,,FN
Norway_000703,D00,None,,,FN
Norway_000703,None,D00,0.385336,,FP
Norway_000703,None,D00,0.330054,,FP
Norway_000720,D00,D00,0.627721,0.8149,TP
Norway_000720,D00,D00,0.323049,0.7872,TP
Norway_000720,D00,D00,0.581344,0.7859,TP
Norway_000720,D10,None,,,FN
Norway_000720,D10,None,,,FN
Norway_000720,D10,None,,,FN
Norway_000720,D40,None,,,FN
Norway_000720,D10,None,,,FN
Norway_000720,D10,None,,,FN
Norway_000720,D40,None,,,FN
Norway_000720,D00,None,,,FN
Norway_000720,None,D00,0.333629,,FP
Norway_000723,D10,None,,,FN
Norway_000728,D00,None,,,FN
Norway_000728,D20,None,,,FN
Norway_000728,D00,None,,,FN
Norway_000728,D00,None,,,FN
Norway_000728,D00,None,,,FN
Norway_000728,D00,None,,,FN
Norway_000728,D00,None,,,FN
Norway_000728,D00,None,,,FN
Norway_000728,D00,None,,,FN
Norway_000728,D00,None,,,FN
Norway_000728,D00,None,,,FN
Norway_000728,D00,None,,,FN
Norway_000728,D10,None,,,FN
Norway_000728,D10,None,,,FN
Norway_000728,None,D00,0.315007,,FP
Norway_000746,D00,D00,0.515145,0.7583,TP
Norway_000746,D00,None,,,FN
Norway_000746,D00,None,,,FN
Norway_000746,None,D00,0.307656,,FP
Norway_000764,D00,None,,,FN
Norway_000773,D00,D20,0.302548,0.8274,Misclassification
Norway_000773,D00,None,,,FN
Norway_000773,None,D00,0.422207,,FP
Norway_000780,D00,D00,0.4313,0.883,TP
Norway_000780,D00,D00,0.358276,0.8165,TP
Norway_000780,D00,D00,0.437797,0.8003,TP
Norway_000780,D00,D00,0.428784,0.7767,TP
Norway_000780,D00,None,,,FN
Norway_000780,D10,None,,,FN
Norway_000780,D00,None,,,FN
Norway_000780,D00,None,,,FN
Norway_000780,D00,None,,,FN
Norway_000780,D00,None,,,FN
Norway_000780,None,D00,0.268446,,FP
Norway_000785,D00,None,,,FN
Norway_000889,D00,D00,0.735037,0.8864,TP
Norway_000889,D10,D10,0.616577,0.8446,TP
Norway_000889,D00,D00,0.49956,0.8076,TP
Norway_000889,D00,D00,0.346824,0.7931,TP
Norway_000889,D00,D00,0.322675,0.6888,TP
Norway_000889,D00,None,,,FN
Norway_000889,D00,None,,,FN
Norway_000889,D00,None,,,FN
Norway_000889,D00,None,,,FN
Norway_000889,None,D00,0.583581,,FP
Norway_000889,None,D00,0.263772,,FP
Norway_000917,D10,None,,,FN
Norway_000947,D00,D00,0.696859,0.8357,TP
Norway_000951,D00,D00,0.559178,0.786,TP
Norway_000951,D00,D00,0.664502,0.6707,TP
Norway_000951,D00,None,,,FN
Norway_000967,D40,None,,,FN
Norway_000967,D10,None,,,FN
Norway_000967,D00,None,,,FN
Norway_000986,D00,D00,0.77143,0.9453,TP
Norway_000986,D40,None,,,FN
Norway_000988,D10,None,,,FN
Norway_000988,D00,None,,,FN
Norway_000988,D10,None,,,FN
Norway_000991,D00,None,,,FN
Norway_001040,D00,None,,,FN
Norway_001049,D20,None,,,FN
Norway_001049,D10,None,,,FN
Norway_001049,None,D00,0.40071,,FP
Norway_001060,D00,None,,,FN
Norway_001060,D00,None,,,FN
Norway_001060,D00,None,,,FN
Norway_001060,D00,None,,,FN
Norway_001060,D00,None,,,FN
Norway_001060,D10,None,,,FN
Norway_001060,D00,None,,,FN
Norway_001060,D10,None,,,FN
Norway_001060,D40,None,,,FN
Norway_001060,D00,None,,,FN
Norway_001060,D00,None,,,FN
Norway_001060,D00,None,,,FN
Norway_001060,D10,None,,,FN
Norway_001060,D10,None,,,FN
Norway_001060,D00,None,,,FN
Norway_001060,D10,None,,,FN
Norway_001060,D20,None,,,FN
Norway_001098,D00,D00,0.719056,0.9313,TP
Norway_001098,None,D00,0.282933,,FP
Norway_001100,D00,D00,0.336531,0.8148,TP
Norway_001100,D00,D00,0.538992,0.6891,TP
Norway_001100,D00,None,,,FN
Norway_001100,D10,None,,,FN
Norway_001100,D00,None,,,FN
Norway_001100,D00,None,,,FN
Norway_001100,D00,None,,,FN
Norway_001100,D00,None,,,FN
Norway_001100,D10,None,,,FN
Norway_001100,D00,None,,,FN
Norway_001100,D10,None,,,FN
Norway_001100,D00,None,,,FN
Norway_001100,None,D00,0.472619,,FP
Norway_001100,None,D00,0.381046,,FP
Norway_001100,None,D00,0.378661,,FP
Norway_001100,None,D00,0.295197,,FP
Norway_001165,D00,D00,0.456581,0.8399,TP
Norway_001192,D00,D00,0.718819,0.5584,TP
Norway_001192,D10,None,,,FN
Norway_001192,D00,None,,,FN
Norway_001214,D00,None,,,FN
Norway_001214,D00,None,,,FN
Norway_001214,D00,None,,,FN
Norway_001238,D00,D00,0.687605,0.9297,TP
Norway_001238,D00,None,,,FN
Norway_001276,D00,D00,0.519282,0.8596,TP
Norway_001276,D00,D00,0.621023,0.7656,TP
Norway_001323,D00,None,,,FN
Norway_001332,D00,D00,0.425875,0.8013,TP
Norway_001332,D00,D00,0.38266,0.7877,TP
Norway_001332,D00,None,,,FN
Norway_001332,D00,None,,,FN
Norway_001332,D10,None,,,FN
Norway_001332,D00,None,,,FN
Norway_001332,None,D00,0.276548,,FP
Norway_001461,None,D40,0.284502,,FP
Norway_001502,D00,D00,0.262926,0.9151,TP
Norway_001502,D00,None,,,FN
Norway_001502,None,D00,0.512885,,FP
Norway_001502,None,D00,0.338489,,FP
Norway_001549,D00,None,,,FN
Norway_001551,D00,None,,,FN
Norway_001551,D40,None,,,FN
Norway_001551,D00,None,,,FN
Norway_001551,D00,None,,,FN
Norway_001551,None,D00,0.334352,,FP
Norway_001559,D00,None,,,FN
Norway_001811,D00,D00,0.799279,0.8849,TP
Norway_001828,D10,D10,0.353457,0.7375,TP
Norway_001854,D00,None,,,FN
Norway_001860,D00,None,,,FN
Norway_001893,D00,D00,0.488361,0.8951,TP
Norway_001893,None,D00,0.321066,,FP
Norway_001905,D00,None,,,FN
Norway_001929,D00,None,,,FN
Norway_001929,D20,None,,,FN
Norway_001929,D00,None,,,FN
Norway_001929,D20,None,,,FN
Norway_001929,D20,None,,,FN
Norway_001929,None,D00,0.34387,,FP
Norway_001940,D00,None,,,FN
Norway_001945,D00,D00,0.709724,0.8278,TP
Norway_001945,D00,None,,,FN
Norway_001945,D00,None,,,FN
Norway_001945,D00,None,,,FN
Norway_001945,D00,None,,,FN
Norway_001945,D00,None,,,FN
Norway_001945,None,D00,0.394845,,FP
Norway_001945,None,D00,0.2855,,FP
Norway_001959,D00,None,,,FN
Norway_001959,D00,None,,,FN
Norway_001959,D00,None,,,FN
Norway_001978,D00,None,,,FN
Norway_001978,D00,None,,,FN
Norway_001978,None,D00,0.314981,,FP
Norway_002054,D10,D10,0.334077,0.6134,TP
Norway_002054,D00,None,,,FN
Norway_002054,D00,None,,,FN
Norway_002054,None,D00,0.48648,,FP
Norway_002068,D00,D00,0.38198,0.5431,TP
Norway_002068,D00,None,,,FN
Norway_002068,D00,None,,,FN
Norway_002068,D00,None,,,FN
Norway_002068,None,D00,0.400186,,FP
Norway_002079,D00,None,,,FN
Norway_002081,D10,D10,0.299069,0.7998,TP
Norway_002081,D00,None,,,FN
Norway_002081,D00,None,,,FN
Norway_002081,D10,None,,,FN
Norway_002081,D00,None,,,FN
Norway_002081,D10,None,,,FN
Norway_002081,D10,None,,,FN
Norway_002081,D00,None,,,FN
Norway_002081,D10,None,,,FN
Norway_002081,None,D10,0.417401,,FP
Norway_002101,D00,None,,,FN
Norway_002103,D20,None,,,FN
Norway_002112,D00,None,,,FN
Norway_002112,D00,None,,,FN
Norway_002153,D00,D00,0.561566,0.8749,TP
Norway_002153,D00,D00,0.696364,0.8119,TP
Norway_002153,D00,D00,0.311584,0.8012,TP
Norway_002153,D00,D00,0.284628,0.7713,TP
Norway_002153,D00,D00,0.631821,0.53,TP
Norway_002153,D20,None,,,FN
Norway_002153,D00,None,,,FN
Norway_002153,D00,None,,,FN
Norway_002153,D00,None,,,FN
Norway_002153,D00,None,,,FN
Norway_002153,D20,None,,,FN
Norway_002153,D00,None,,,FN
Norway_002153,D00,None,,,FN
Norway_002153,D00,None,,,FN
Norway_002153,None,D00,0.263392,,FP
Norway_002198,D00,D00,0.81793,0.9036,TP
Norway_002198,D00,D00,0.638658,0.7369,TP
Norway_002198,D00,D00,0.288266,0.6942,TP
Norway_002198,D00,None,,,FN
Norway_002198,D00,None,,,FN
Norway_002198,D00,None,,,FN
Norway_002198,D00,None,,,FN
Norway_002198,D00,None,,,FN
Norway_002198,None,D00,0.309329,,FP
Norway_002198,None,D00,0.285694,,FP
Norway_002203,D10,None,,,FN
Norway_002226,D00,None,,,FN
Norway_002255,D00,D00,0.331697,0.6261,TP
Norway_002285,D00,D00,0.416023,0.8606,TP
Norway_002335,D00,D10,0.468372,0.8702,Misclassification
Norway_002335,D00,None,,,FN
Norway_002335,D00,None,,,FN
Norway_002335,D00,None,,,FN
Norway_002335,D10,None,,,FN
Norway_002335,D00,None,,,FN
Norway_002335,D20,None,,,FN
Norway_002335,D10,None,,,FN
Norway_002335,D10,None,,,FN
Norway_002335,D00,None,,,FN
Norway_002335,None,D20,0.435905,,FP
Norway_002335,None,D00,0.43324,,FP
Norway_002335,None,D00,0.312537,,FP
Norway_002335,None,D10,0.309068,,FP
Norway_002343,D00,None,,,FN
Norway_002350,D00,None,,,FN
Norway_002350,D00,None,,,FN
Norway_002350,D20,None,,,FN
Norway_002354,D00,None,,,FN
Norway_002354,D10,None,,,FN
Norway_002354,None,D00,0.29384,,FP
Norway_002366,D00,None,,,FN
Norway_002366,D00,None,,,FN
Norway_002387,D00,D00,0.61785,0.5983,TP
Norway_002430,D00,D00,0.579532,0.8695,TP
Norway_002430,D00,D00,0.555747,0.628,TP
Norway_002437,D00,D00,0.650491,0.8808,TP
Norway_002493,None,D00,0.362828,,FP
Norway_002538,D00,D00,0.435884,0.8405,TP
Norway_002538,D00,D00,0.774756,0.8366,TP
Norway_002538,None,D00,0.315933,,FP
Norway_002638,D00,D00,0.366019,0.7878,TP
Norway_002638,D10,D10,0.407638,0.7714,TP
Norway_002638,D00,D00,0.41947,0.6887,TP
Norway_002638,D00,None,,,FN
Norway_002638,D00,None,,,FN
Norway_002638,D00,None,,,FN
Norway_002638,D00,None,,,FN
Norway_002638,D00,None,,,FN
Norway_002638,None,D00,0.697782,,FP
Norway_002638,None,D00,0.411184,,FP
Norway_002638,None,D00,0.36495,,FP
Norway_002638,None,D00,0.261797,,FP
Norway_002648,D00,D00,0.398146,0.8504,TP
Norway_002648,D10,None,,,FN
Norway_002648,D00,None,,,FN
Norway_002648,D00,None,,,FN
Norway_002648,D00,None,,,FN
Norway_002677,D20,None,,,FN
Norway_002677,D00,None,,,FN
Norway_002677,D00,None,,,FN
Norway_002712,D00,None,,,FN
Norway_002712,D00,None,,,FN
Norway_002712,D10,None,,,FN
Norway_002741,D00,None,,,FN
Norway_002741,D10,None,,,FN
Norway_002741,D00,None,,,FN
Norway_002741,D00,None,,,FN
Norway_002741,D00,None,,,FN
Norway_002754,D10,None,,,FN
